trade_date,ts_code,name,close,pct_change,turnover_rate,amount,l_sell,l_buy,l_amount,net_amount,net_rate,amount_rate,float_values,reason
20250730,000558.SZ,天府文旅,6.59,10.0167,21.64,1752862048.0,142564721.5,214393039.32,356957760.82,71828317.82,4.1,20.36,8492431566.72,日涨幅偏离值达到7%的前5只证券
20250730,000657.SZ,中钨高新,17.1,-10.0,15.67,3439152675.0,533353630.2,180541760.92,713895391.12,-352811869.28,-10.26,20.76,21323347021.8,日跌幅偏离值达到7%的前5只证券
20250730,000701.SZ,厦门信达,6.6,-9.9591,15.27,701584359.0,131859462.8,65453189.9,197312652.7,-66406272.9,-9.47,28.12,4406859969.6,日跌幅偏离值达到7%的前5只证券
20250730,000796.SZ,凯撒旅业,5.68,10.0775,14.66,1069922146.0,99222193.59,271478762.96,370700956.55,172256569.37,16.1,34.65,7558755480.8,日涨幅偏离值达到7%的前5只证券
20250730,000880.SZ,潍柴重机,43.16,-7.9352,25.31,1853614843.0,404661769.93,125275654.04,529937423.97,-279386115.89,-15.07,28.59,6998911920.0,日振幅值达到15%的前5只证券
20250730,001221.SZ,悍高集团,80.0,418.4705,88.71,1741051309.0,43565084.29,145519046.47,189084130.76,101953962.18,5.86,10.86,2793971680.0,无价格涨跌幅限制的证券
20250730,001226.SZ,拓山重工,44.43,-10.0061,12.65,423192427.0,56040039.31,28595718.0,84635757.31,-27444321.31,-6.49,20.0,3317441481.0,日跌幅偏离值达到7%的前5只证券
20250730,001318.SZ,阳光乳业,16.49,10.0067,11.02,989822670.0,77997624.6,93343796.36,171341420.96,15346171.76,1.55,17.31,4661063400.0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20250730,002017.SZ,东信和平,24.39,-10.0,22.83,3327494571.0,333737157.11,324493113.49,658230270.6,-9244043.62,-0.28,19.78,14148294661.98,日跌幅偏离值达到7%的前5只证券
20250730,002097.SZ,山河智能,13.73,3.0781,33.18,4981947257.0,453724241.86,454915360.16,908639602.02,1191118.3,0.02,18.24,14727850253.47,日换手率达到20%的前5只证券
20250730,002104.SZ,恒宝股份,19.77,-7.8322,30.29,3660892755.0,462469371.36,261124442.79,723593814.15,-201344928.57,-5.5,19.77,11855673679.08,日换手率达到20%的前5只证券
20250730,002265.SZ,建设工业,38.81,-9.9536,31.47,5196510495.0,1130563474.74,270789340.98,1401352815.72,-859774133.76,-16.55,26.97,15644195540.25,日振幅值达到15%的前5只证券
20250730,002370.SZ,亚太药业,7.17,5.2863,43.73,2370779736.0,251637415.65,183748576.19,435385991.84,-67888839.46,-2.86,18.36,5346436190.1,日换手率达到20%的前5只证券
20250730,002570.SZ,贝因美,7.39,9.9702,38.91,2917682568.0,221880726.4,389495921.82,611376648.22,167615195.42,5.74,20.95,7981165510.87,日换手率达到20%的前5只证券
20250730,002644.SZ,佛慈制药,11.76,10.0094,17.44,978439805.0,110374823.18,119026558.82,229401382.0,8651735.64,0.88,23.45,6005326320.0,日涨幅偏离值达到7%的前5只证券
20250730,002644.SZ,佛慈制药,11.76,10.0094,17.44,1853968826.0,149870195.92,199306193.61,349176389.53,49435997.69,2.67,18.83,6005326320.0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20250730,002837.SZ,英维克,36.55,9.991,9.37,2858524916.0,216757138.69,790613222.21,1007370360.9,573856083.52,20.08,35.24,30786712921.85,日涨幅偏离值达到7%的前5只证券
20250730,002868.SZ,*ST绿康,26.73,4.9882,1.81,172169627.0,40063351.7,40157478.0,80220829.7,94126.3,0.05,46.59,4117432211.64,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20250730,002938.SZ,鹏鼎控股,54.1,1.3868,1.7,8098070728.0,1656016401.71,1296497535.18,2952513936.89,-359518866.53,-4.44,36.46,124796892837.3,连续三个交易日内，涨幅偏离值累计达到20%的证券
20250730,003016.SZ,欣贺股份,8.16,-9.3333,11.8,431997896.0,165296044.69,57154924.0,222450968.69,-108141120.69,-25.03,51.49,3418083990.72,日振幅值达到15%的前5只证券
20250730,300164.SZ,通源石油,5.79,7.2222,40.86,1367261911.0,143945112.54,159502083.0,303447195.54,15556970.46,1.14,22.19,3376790404.62,日换手率达到30%的前5只证券
20250730,300528.SZ,幸福蓝海,25.32,20.0,16.81,1525271078.0,200195757.81,185937817.39,386133575.2,-14257940.42,-0.93,25.32,9434435927.28,日涨幅达到15%的前5只证券
20250730,300528.SZ,幸福蓝海,25.32,20.0,16.81,2796525033.0,272239468.81,282673026.56,554912495.37,10433557.75,0.37,19.84,9434435927.28,连续三个交易日内，涨幅偏离值累计达到30%的证券
20250730,300528.SZ,幸福蓝海,25.32,20.0,16.81,4875749019.0,4875749019.0,4875749019.0,9751498038.0,0.0,0.0,200.0,9434435927.28,严重异常期间日收盘价格涨幅偏离值累计达到100%的证券
20250730,300651.SZ,金陵体育,27.81,6.6334,42.09,1011988491.0,138211523.48,143769020.62,281980544.1,5557497.14,0.55,27.86,2431512453.06,日换手率达到30%的前5只证券
20250730,300706.SZ,阿石创,38.6,11.8192,40.67,1673858399.0,178077609.28,142718974.35,320796583.63,-35358634.93,-2.11,19.17,4383985311.4,日换手率达到30%的前5只证券
20250730,300732.SZ,设研院,10.62,20.0,19.58,624240344.0,36623965.52,84235942.14,120859907.66,47611976.62,7.63,19.36,3439869878.7,日涨幅达到15%的前5只证券
20250730,300877.SZ,金春股份,30.6,20.0,12.15,401300197.0,38633092.6,70961675.89,109594768.49,32328583.29,8.06,27.31,3671967870.0,日涨幅达到15%的前5只证券
20250730,300885.SZ,海昌新材,23.35,13.8469,31.35,1698861869.0,198084253.43,189780825.4,387865078.83,-8303428.03,-0.49,22.83,3899865046.25,连续三个交易日内，涨幅偏离值累计达到30%的证券
20250730,300965.SZ,恒宇信通,70.06,20.0069,20.58,283802876.0,26504775.88,121266227.0,147771002.88,94761451.12,33.39,52.07,1443884055.0,日涨幅达到15%的前5只证券
20250730,301038.SZ,深水规院,34.0,10.8575,17.54,2342020503.0,110427009.76,88393233.37,198820243.13,-22033776.39,-0.94,8.49,7584720000.0,连续三个交易日内，涨幅偏离值累计达到30%的证券
20250730,301235.SZ,华康洁净,33.19,19.9928,27.13,618767753.0,87701655.81,54230368.61,141932024.42,-33471287.2,-5.41,22.94,2342213454.26,日涨幅达到15%的前5只证券
20250730,301357.SZ,北方长龙,87.83,0.538,50.58,1075207873.0,179270195.13,60582041.15,239852236.28,-118688153.98,-11.04,22.31,2090354000.0,日换手率达到30%的前5只证券
