trade_date,ts_code,exalter,buy,buy_rate,sell,sell_rate,net_buy,side,reason
20251127,000070.SZ,华泰证券股份有限公司苏州吴中大道证券营业部,146466585.26,1.61,105844677.24,1.16,40621908.02,0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20251127,000070.SZ,东方财富证券股份有限公司昌都两江大道证券营业部,122184816.25,1.34,74927216.28,0.82,47257599.97,0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20251127,000070.SZ,深股通专用,112210855.16,1.23,91928877.0,1.01,20281978.16,0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20251127,000070.SZ,中信证券股份有限公司浙江分公司,101498582.96,1.12,27478478.0,0.3,74020104.96,0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20251127,000070.SZ,东方财富证券股份有限公司拉萨金融城南环路证券营业部,92271700.28,1.01,72212571.08,0.79,20059129.2,0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20251127,000070.SZ,中信证券股份有限公司浙江分公司,84374560.96,1.65,18309371.0,0.36,66065189.96,0,日振幅值达到15%的前5只证券
20251127,000070.SZ,中信证券股份有限公司浙江分公司,84374560.96,1.65,18309371.0,0.36,66065189.96,0,日换手率达到20%的前5只证券
20251127,000070.SZ,深股通专用,71024212.16,1.39,45958395.0,0.9,25065817.16,0,日振幅值达到15%的前5只证券
20251127,000070.SZ,深股通专用,71024212.16,1.39,45958395.0,0.9,25065817.16,0,日换手率达到20%的前5只证券
20251127,000070.SZ,东方财富证券股份有限公司昌都两江大道证券营业部,65846456.41,1.29,59540435.28,1.16,6306021.13,0,日振幅值达到15%的前5只证券
20251127,000070.SZ,东方财富证券股份有限公司昌都两江大道证券营业部,65846456.41,1.29,59540435.28,1.16,6306021.13,0,日换手率达到20%的前5只证券
20251127,000070.SZ,东莞证券股份有限公司南京分公司,65048779.5,1.27,6342609.0,0.12,58706170.5,0,日振幅值达到15%的前5只证券
20251127,000070.SZ,东莞证券股份有限公司南京分公司,65048779.5,1.27,6342609.0,0.12,58706170.5,0,日换手率达到20%的前5只证券
